,quote_id,author_clean,author_alt_name,author_raw,quote,quote_words,race,gender,gender_source,race_source,google_hits,log10_hits,to_sample
4407,jstet_96290,Audrey Moralez,,Audrey Moralez,"Our capacity can grow or diminish, and either way, the results compound over time.",14,latino,female,llm,llm,1410.0,3.14921911265538,8
4413,jstet_270748,Audrey Moralez,,Audrey Moralez,A system is only as effective as your level of commitment to it.,13,latino,female,llm,llm,1410.0,3.14921911265538,8
4409,jstet_160607,Audrey Moralez,,Audrey Moralez,"Big thoughts roam in big places. If you want to expand your thinking, expand your geography.",16,latino,female,llm,llm,1410.0,3.14921911265538,8
4406,jstet_96289,Audrey Moralez,,Audrey Moralez,People will buy from you consistently for two reasons – because you have cultivated a relationship and because you have gotten them results.,22,latino,female,llm,llm,1410.0,3.14921911265538,8
4411,jstet_219580,Audrey Moralez,,Audrey Moralez,Never allow yourself to be defined by some else's opinion of you....unless they hold a higher opinion of you than you have for yourself.,26,latino,female,llm,llm,1410.0,3.14921911265538,8
4410,jstet_219579,Audrey Moralez,,Audrey Moralez,Dare to be the person you were designed to be.,10,latino,female,llm,llm,1410.0,3.14921911265538,8
6677,jstet_281883,Audrey Niffenger,,Audrey Niffenger,"It's terrific, Clare,"" Henry says, and we stare at each other and I think, ""Don't leave me.",19,white,female,llm,llm,783000.0,5.893761762057943,1
7544,jstet_146330,August Derleth,,August Derleth,"Children accept many things adults will not accept, since the world of a child is a constant revelation without any need for knowledge of cause and effect. (""Miss Esperson"")",29,white,male,wikidata,llm,194000.0,5.2878017299302265,1
7545,jstet_359917,August Westman,,August Westman,"The fact that you and I are acquaintances only interested and amused the ghosts further. Gossip bunch, really.",18,white,male,llm,llm,1660.0,3.220108088040055,1
7546,jstet_474843,August Wilhelm von Schlegel,,August Wilhelm von Schlegel,"In actual life, every great enterprise begins with and takes its first forward step in faith.",16,white,male,wikidata,llm,152000.0,5.181843587944773,1
3064,jstet_181362,August Wilson,,August Wilson,"Please, Mr. Engineer let a man ride the linePlease, Mr. Engineer let a man ride the lineI ain't got no ticket please let me ride the blinds",28,black,male,wikidata,wikidata,834000.0,5.921166050637739,8
3070,jstet_437319,August Wilson,,August Wilson,"I write for myself, and my goal is bringing that world and that experience of black Americans to life on the stage and giving it a space there.",28,black,male,wikidata,wikidata,834000.0,5.921166050637739,8
3066,jstet_278520,August Wilson,,August Wilson,Don't you try and go through life worrying about if somebody like you or not. You best be making sure they doing right by you.,26,black,male,wikidata,wikidata,834000.0,5.921166050637739,8
3071,jstet_481552,August Wilson,,August Wilson,All art is political in the sense that it serves someone's politics.,13,black,male,wikidata,wikidata,834000.0,5.921166050637739,8
3063,jstet_134543,August Wilson,,August Wilson,"Confront the dark parts of yourself, and work to banish them with illumination and forgiveness. Your willingness to wrestle with your demons will cause your angels to sing.",28,black,male,wikidata,wikidata,834000.0,5.921166050637739,8
3068,jstet_364975,August Wilson,,August Wilson,Some people carry their luck with them and people got to find it.,13,black,male,wikidata,wikidata,834000.0,5.921166050637739,8
3069,jstet_429022,August Wilson,,August Wilson,"Once I started to value and respect my characters, I could really hear them. I just let them start talking.",20,black,male,wikidata,wikidata,834000.0,5.921166050637739,8
3065,jstet_181365,August Wilson,,August Wilson,You can't visit the sins of the father upon the child.,12,black,male,wikidata,wikidata,834000.0,5.921166050637739,8
7549,jstet_442844,Auguste Comte,,Auguste Comte,"Every science consists in the coordination of facts; if the different observations were entirely isolated, there would be no science.",20,white,male,wikidata,llm,2370000.0,6.374748346010104,1
7551,jstet_382375,Augusten Buroughs,,Augusten Buroughs,I made very good money and spent all of it every week. I lived paycheck to paycheck...,17,white,male,llm,llm,481000.0,5.682145076373832,1
5187,jstet_40647,Augusto Roa Bastos,,Augusto Roa Bastos,To write does not mean to convert the real into words but to make the power of the word real.,20,latino,male,wikidata,llm,641000.0,5.806858029518818,5
5185,jstet_14485,Augusto Roa Bastos,,Augusto Roa Bastos,"It is not by believing but by doubting that one can attain to the truth, which is ever changing form and condition.",22,latino,male,wikidata,llm,641000.0,5.806858029518818,5
5186,jstet_15104,Augusto Roa Bastos,,Augusto Roa Bastos,Letters couldn't care less whether what is written with them is true or false.,15,latino,male,wikidata,llm,641000.0,5.806858029518818,5
5188,jstet_167589,Augusto Roa Bastos,,Augusto Roa Bastos,"Forms disappear, words remain, to signify the impossible.",8,latino,male,wikidata,llm,641000.0,5.806858029518818,5
5189,jstet_167595,Augusto Roa Bastos,,Augusto Roa Bastos,The dictionary is an ossuary of empty words.,8,latino,male,wikidata,llm,641000.0,5.806858029518818,5
7552,jstet_404405,Augustus Toplady,,Augustus Toplady,Rock of Ages cleft for me Let me hide myself in thee.,12,white,male,wikidata,llm,222000.0,5.346352974450639,1
7553,jstet_363506,Aurélien Roulland,,Aurélien Roulland,I photography women as I liked to fell in love of them.,12,white,male,llm,llm,1670.0,3.222716471147584,1
5190,jstet_236253,Austin Aragon,,Austin Aragon,"An illusion is when everyone is in on the joke, a delusion is when you are the joke.",18,latino,male,llm,llm,23500.0,4.371068,1
7554,jstet_461428,Austin Nichols,,Austin Nichols,"I believe in the healing power of the arts, and whenever anyone can bring art into anyone's life, it's a special thing.",24,white,male,wikidata,llm,234000.0,5.369215857410143,1
7555,jstet_307730,Authur Rubinstein,,Authur Rubinstein,"I have found that if you love life, life will love you back.",13,white,male,llm,llm,554000.0,5.743509764728429,1
6678,jstet_351775,Ava J. Abramowitz,,Ava J. Abramowitz,So just bust a move!,5,white,female,llm,llm,1470.0,3.167317334748176,1
3072,jstet_459663,Avery Brooks,,Avery Brooks,"What I am is a thinking, feeling human being compelled by history.",12,black,male,wikidata,llm,348000.0,5.541579,1
7556,jstet_436409,Avery Brundage,,Avery Brundage,"The Olympic Games must not be an end in itself, they must be a means of creating a vast programme of physical education and sports competitions for all young people.",30,white,male,wikidata,llm,190000.0,5.278753600952829,1
7557,jstet_177339,Avi Kaplan Pentatonix,,Avi Kaplan Pentatonix,Music is about bringing light to others.,7,white,male,llm,llm,5460.0,3.737192642704737,1
848,jstet_33478,Avishek Mondal,,Avishek Mondal,"Be the decision, not ego.",5,asian,male,llm,llm,45000.0,4.653213,1
7558,jstet_141150,Avram Davidson,,Avram Davidson,What is cheaper than lust or of less value than alchemy or aphrodisiacs?,13,white,male,wikidata,llm,46300.0,4.665580991017953,1
849,jstet_321404,Awa Kenzo,Zen Bow,Awa Kenzo - Zen Bow,"If you are upset or nervous, that is proof you lack something. Do not be sad or gloomy - foster virtue, feel compassion, and you can save even devils.",28,asian,male,llm,llm,12900.0,4.11059,1
7559,jstet_139349,Axel Fredrik Cronstedt,,Axel Fredrik Cronstedt,Sand in reality is nothing else than very small stones.,10,white,male,wikidata,llm,29200.0,4.465382851448418,1
7561,jstet_473548,Axl Rose,,Axl Rose,"I go to movies, go out with friends, go to car shows. I have a zoo.",16,white,male,wikidata,llm,3260000.0,6.513217600067939,2
7560,jstet_447822,Axl Rose,,Axl Rose,"I write the vocals last, because I wanted to invent the music first and push the music to the level that I had to compete against it.",27,white,male,wikidata,llm,3260000.0,6.513217600067939,2
78,jstet_26194,Aya Kanno,,Aya Kanno,Asuka...you're really cute. When I look at you...I start wanting to protect you.,16,asian,female,wikidata,llm,134000.0,5.127105,1
79,jstet_193741,Aya Kito,,Aya Kito,"Why did this disease choose me? I cannot carry it, if its just for the word: Fate.",17,asian,female,wikidata,llm,366000.0,5.563481,1
2207,jstet_341814,Ayana Mathis,,Ayana Mathis,"At home they thought of white people as a vague but powerful entity--like the forces that control the weather, that capable of destruction, that hidden from view.",28,black,female,wikidata,llm,368000.0,5.565848,1
852,jstet_445116,Azim Premji,,Azim Premji,"It is the strength of our culture that we can have Sonia Gandhi, who is Catholic, a Sikh prime minister, and a Muslim president.",24,asian,male,wikidata,wikidata,2120000.0,6.326335860928752,9
858,jstet_483546,Azim Premji,,Azim Premji,"We understand how to build and manage businesses that involve technology, engineering, and people at a large scale on a global platform.",22,asian,male,wikidata,wikidata,2120000.0,6.326335860928752,9
854,jstet_466335,Azim Premji,,Azim Premji,"You need a commitment which is long term and a commitment to leadership, because that's the only way you build excellence.",22,asian,male,wikidata,wikidata,2120000.0,6.326335860928752,9
859,jstet_486888,Azim Premji,,Azim Premji,People have to take control of their own lives. Education is key because it also raises other social indicators like healthcare.,21,asian,male,wikidata,wikidata,2120000.0,6.326335860928752,9
851,jstet_440355,Azim Premji,,Azim Premji,"The three ordinary things that we often don't pay enough attention to, but which I believe are the drivers of all success, are hard work, perseverance, and basic honesty.",30,asian,male,wikidata,wikidata,2120000.0,6.326335860928752,9
856,jstet_467539,Azim Premji,,Azim Premji,"Being in the consumer business helps us groom talent in areas like marketing, finance and logistics. We can benchmark our outsourcing business to our consumer business and its best practices.",30,asian,male,wikidata,wikidata,2120000.0,6.326335860928752,9
857,jstet_477465,Azim Premji,,Azim Premji,"Over these years, I have irrevocably transferred a significant part of the shareholding in Wipro, amounting to 39% of the shares of Wipro, to a trust.",26,asian,male,wikidata,wikidata,2120000.0,6.326335860928752,9
853,jstet_466201,Azim Premji,,Azim Premji,"The job of nation building, the job of nation leadership in a difficult, complex coalition has worked.",17,asian,male,wikidata,wikidata,2120000.0,6.326335860928752,9
850,jstet_436683,Azim Premji,,Azim Premji,Colleges produce more sports therapists than engineers. Perhaps because America is a sporty country: a lot of outdoors.,18,asian,male,wikidata,wikidata,2120000.0,6.326335860928752,9
861,jstet_429953,Aziz Ansari,,Aziz Ansari,Do It Under the Influence Yourself! That's what we're shooting for! Get drunk and make your dreams come true.,21,asian,male,wikidata,llm,1020000.0,6.008600171761918,2
860,jstet_53180,Aziz Ansari,,Aziz Ansari,"In today's romantic climate, many people are plagued by what we will call ""the upgrade problem"". Singles constantly wonder whether there is a better match, an upgrade.",28,asian,male,wikidata,llm,1020000.0,6.008600171761918,2
3075,jstet_279233,B. Dave Walters,,B. Dave Walters,"If you can't communicate, then you don't have a relationship!",12,black,male,llm,llm,16600.0,4.220108088040055,4
3076,jstet_326008,B. Dave Walters,,B. Dave Walters,"If you want to know what you are attracting, look around you!",12,black,male,llm,llm,16600.0,4.220108088040055,4
3074,jstet_215745,B. Dave Walters,,B. Dave Walters,"It doesn't matter what anyone else thinks. What matters is you can look in the mirror, and love who you see.",22,black,male,llm,llm,16600.0,4.220108088040055,4
3073,jstet_140466,B. Dave Walters,,B. Dave Walters,I'm going to tell you a secret:You don't have to believe every thought that pops into your head.,21,black,male,llm,llm,16600.0,4.220108088040055,4
6679,jstet_114741,B.A. Paris,,B.A. Paris,I look around at everybody laughing and joking together and struggle to understand my life has become a living hell that nobody present could even begin to imagine,28,white,female,wikidata,llm,551000.0,5.741151598851785,1
6680,jstet_196083,B.A. Rhea,,B.A. Rhea,"By the time your training is complete, you'll come on command my defiant queen.",15,white,female,llm,llm,4900.0,3.690196080028514,1
3079,jstet_28174,B.J. Daniels,,B.J. Daniels,Where are you taking me?” Abby asked from the passenger seat of the pickup.,14,black,male,wikidata,llm,112000.0,5.049218022670182,9
3085,jstet_303606,B.J. Daniels,,B.J. Daniels,He couldn’t jeopardize the saloon because of some silly infatuation with an outlaw. Even one as beautiful as Mariah Ayers.,21,black,male,wikidata,llm,112000.0,5.049218022670182,9
3081,jstet_218612,B.J. Daniels,,B.J. Daniels,He locked gazes with her. “I have to wonder why you aren’t being straight with me. I hate getting myself killed without knowing why.,25,black,male,wikidata,llm,112000.0,5.049218022670182,9
3086,jstet_303715,B.J. Daniels,,B.J. Daniels,"Hell, I've always like the man,"" he said now. ""Until he became involved with my wife.",17,black,male,wikidata,llm,112000.0,5.049218022670182,9
3078,jstet_28173,B.J. Daniels,,B.J. Daniels,"Please don’t take offense, but I want no part of this family or what comes with it.",18,black,male,wikidata,llm,112000.0,5.049218022670182,9
3083,jstet_218891,B.J. Daniels,,B.J. Daniels,"She shot him a look she thought he might still remember, the same one a rattler gives right before it strikes.",21,black,male,wikidata,llm,112000.0,5.049218022670182,9
3084,jstet_303600,B.J. Daniels,,B.J. Daniels,The motorcycle’s headlights cut through the darkness. Ahead the road was nothing but a black hole. She roared toward it.,21,black,male,wikidata,llm,112000.0,5.049218022670182,9
3080,jstet_218487,B.J. Daniels,,B.J. Daniels,Every woman wants a cowboy.,5,black,male,wikidata,llm,112000.0,5.049218022670182,9
3077,jstet_28172,B.J. Daniels,,B.J. Daniels,The past is just that.,5,black,male,wikidata,llm,112000.0,5.049218022670182,9
3087,jstet_383549,Baba Dioum,,Baba Dioum,"In the end, we will conserve only what we love; we will love only what we understand and we will understand only what we are taught.",26,black,male,wikidata,llm,93400.0,4.970347,1
864,jstet_74606,Babu Rajan,,Babu Rajan,Life without friends is just like a land that is barren.,11,asian,male,llm,llm,98700.0,4.994317152669637,4
865,jstet_76637,Babu Rajan,,Babu Rajan,"Destruction is a man's will,Nevertheless Prevention is also a man's will,Its a man's choice to choose between Destruction and Prevention. :)",25,asian,male,llm,llm,98700.0,4.994317152669637,4
863,jstet_46804,Babu Rajan,,Babu Rajan,"Takes long,Stings hard,Benefit's large.And that's your experience in life :)",14,asian,male,llm,llm,98700.0,4.994317152669637,4
862,jstet_46802,Babu Rajan,,Babu Rajan,"Takes long,Stings hard,Benefit's large.That's your experience in life. :)",13,asian,male,llm,llm,98700.0,4.994317152669637,4
7562,jstet_107856,Baden Powell,,Baden Powell,Leave the world in better conditions in wich you found it.,11,white,male,wikidata,llm,2830000.0,6.451786435524291,1
6681,jstet_484141,Bailee Madison,,Bailee Madison,"My mom really inspired me. She has always taught me it's not about us, it's about what we can give back.",23,white,female,wikidata,llm,593000.0,5.773054693364263,1
6682,jstet_205382,Bailey Richert,,Bailey Richert,Preparing for your journey in the most thorough way possible will not diminish your experiences abroad. It will enhance them.,20,white,female,llm,llm,2820.0,3.450249108319361,1
6683,jstet_126738,Bailey White,,Bailey White,"I'm tired of being set upon by crazed Christians one minute and unbridled libertines the next. Girls, I'm going camping.",22,white,female,wikidata,llm,180000.0,5.2552725051033065,1
866,jstet_104059,Bal Gangadhar Tilak,,Bal Gangadhar Tilak,"The geologist takes up the history of the earth at the point where the archaeologist leaves it, and carries it further back into remote antiquity.",25,asian,male,wikidata,llm,850000.0,5.929419,1
7563,jstet_339866,Baltasar Gracián Y Morales,,Baltasar Gracián Y Morales,Quit while you’re ahead.All the best gamblers do.,10,white,male,wikidata,llm,136000.0,5.133538908370218,1
7564,jstet_485784,Balthazar Getty,,Balthazar Getty,Life started getting good when I started making money.,9,white,male,wikidata,llm,131000.0,5.117271295655764,1
81,jstet_353558,Bao Shu,,Bao Shu,"From her perch more than a kilometer aboveground, she surveys the city that never sleeps, glittering and coruscating in the rain like a metaphor for her glamorous life.",28,asian,female,wikidata,llm,539000.0,5.731588765186738,2
80,jstet_272956,Bao Shu,,Bao Shu,"Everyone's memories and feelings are subjective, and we're teach trapped in our own perspectives. But the difference between perspectives, collectively, create objectivity.",24,asian,female,wikidata,llm,539000.0,5.731588765186738,2
6684,jstet_326408,Barbara Abercrombie,,Barbara Abercrombie,Writing is not a hobby. Collecting stamps or coins is a hobby. Writing is a calling.,16,white,female,wikidata,llm,35000.0,4.544068044350276,1
6685,jstet_411697,Barbara Aronstein Black,,Barbara Aronstein Black,Where I am today has everything to do with the years I spent hanging on to a career by my fingernails.,21,white,female,wikidata,llm,3980.0,3.599883072073688,1
6692,jstet_330043,Barbara Avon,,Barbara Avon,"Like a consolation prize, the broken heart is often granted wisdom.",11,white,female,llm,llm,21800.0,4.338456493604605,4
6688,jstet_29240,Barbara Avon,,Barbara Avon,"My whole marriage to her, I finally realized, was a placeholder, leading me to this very day.",17,white,female,llm,llm,21800.0,4.338456493604605,4
6687,jstet_28072,Barbara Avon,,Barbara Avon,You are every missing part of me.,7,white,female,llm,llm,21800.0,4.338456493604605,4
6689,jstet_29241,Barbara Avon,,Barbara Avon,"When we squander the moments of our lives, Peter, we are spending the most valuable currency.",16,white,female,llm,llm,21800.0,4.338456493604605,4
6693,jstet_184973,Barbara Blatner,,Barbara Blatner,"oh. she heard it too-no waters coursing, canyon empty, sun soundless- and the beast your life nowhere hiding (p. 103)",21,white,female,llm,llm,49100.0,4.691081492122969,1
6694,jstet_139667,Barbara Bradley Hagerty,,Barbara Bradley Hagerty,"Your thoughts and attitudes today chart your destiny tomorrow, and the day after that, and the day after that.",19,white,female,wikidata,llm,28500.0,4.45484486000851,1
6697,jstet_398639,Barbara Bush,,Barbara Bush,I married the first man I ever kissed. When I tell this to my children they just about throw up.,20,white,female,wikidata,llm,861000.0,5.935003151453655,9
6703,jstet_409912,Barbara Bush,,Barbara Bush,You don't just luck into things.... You build step by step whether it's friendships or opportunities.,18,white,female,wikidata,llm,861000.0,5.935003151453655,9
6699,jstet_403215,Barbara Bush,,Barbara Bush,The darn trouble with cleaning the house is it gets dirty the next day anyway so skip a week if you have to. The children are the most important thing.,30,white,female,wikidata,llm,861000.0,5.935003151453655,9
6704,jstet_412376,Barbara Bush,,Barbara Bush,You don't just luck into things ... you build step by step whether it's friendships or opportunities.,18,white,female,wikidata,llm,861000.0,5.935003151453655,9
6696,jstet_140741,Barbara Bush,,Barbara Bush,"Clinton lied. A man might forget where he parks or where he lives, but he never forgets oral sex, no matter how bad it is.",25,white,female,wikidata,llm,861000.0,5.935003151453655,9
6701,jstet_405549,Barbara Bush,,Barbara Bush,Whether you are talking about education career or service you are talking about life. And life must really have joy. It's supposed to be fun.,26,white,female,wikidata,llm,861000.0,5.935003151453655,9
6702,jstet_406626,Barbara Bush,,Barbara Bush,I'm not a competitive person and I think women like me because they don't think I'm competitive just nice.,22,white,female,wikidata,llm,861000.0,5.935003151453655,9
6698,jstet_401991,Barbara Bush,,Barbara Bush,To us family means putting your arms around each other and being there.,13,white,female,wikidata,llm,861000.0,5.935003151453655,9
6695,jstet_126798,Barbara Bush,,Barbara Bush,"to us, family means putting your arms around each other and being there.",13,white,female,wikidata,llm,861000.0,5.935003151453655,9
6705,jstet_409615,Barbara Colson,,Barbara Colson,It's not wrinkles. I just have too much skin for the size of my face.,16,white,female,wikidata,llm,32700.0,4.514547752660286,1
6706,jstet_292478,Barbara Comyns,,Barbara Comyns,"It was Sunday morning, and old people passed me like sad grey waves on their way to church.",18,white,female,wikidata,llm,123000.0,5.089905111439398,1
6707,jstet_323368,Barbara Crooker,,Barbara Crooker,"Are we always to be wantingwhat isn't:the greenest grassaccord and principlemotherhood and career?Yet our age lies to uslike an asp,whispering. ""Both.",25,white,female,wikidata,llm,43500.0,4.638489256954637,1
4414,jstet_270451,Barbara Cueto,,Barbara Cueto,"Humility is not just thinking less of yourself or thinking lanyard less of your gifts than others,It is freedom from thinking of yourself at all",26,latino,female,llm,llm,14100.0,4.149219,1
6708,jstet_317103,Barbara Else,,Barbara Else,I'm too old to figure out the rights and wrongs of everything.,13,white,female,wikidata,llm,12800.0,4.107209969647869,1
6709,jstet_417729,Barbara Gordon,,Barbara Gordon,Others may argue about whether the world ends with a bang or a whimper. I just want to make sure mine doesn't end with a whine.,27,white,female,wikidata,llm,1650000.0,6.217483944213907,1
6710,jstet_480617,Barbara Hepworth,,Barbara Hepworth,I rarely draw what I see. I draw what I feel in my body.,14,white,female,wikidata,wikidata,430000.0,5.633468455579586,1
2208,jstet_238192,Barbara Hillary,,Barbara Hillary,Wouldn't it be better to die doing something interesting than to drop dead in an office and the last thing you see is someone you don't like?,29,black,female,wikidata,llm,18100.0,4.257679,1
6711,jstet_205444,Barbara Hodgson,,Barbara Hodgson,Heavy burdens fell away so easily when one is traveling.,10,white,female,wikidata,llm,73900.0,4.868644438394826,1
6712,jstet_422259,Barbara Hoffman,,Barbara Hoffman,Stop worrying about the potholes in the road and celebrate the journey!,12,white,female,wikidata,llm,110000.0,5.041392685158225,1
6713,jstet_106454,Barbara Johansen,,Barbara Johansen,I write. See you there.,5,white,female,wikidata,llm,44400.0,4.64738297011462,1
6714,jstet_27725,Barbara Jonas,,Barbara Jonas,"Ceremony-the wine of human existence"" - Morris R. Cohen",9,white,female,llm,llm,24100.0,4.382017042574868,1
6715,jstet_200470,Barbara Kloss,,Barbara Kloss,To dream of a magical world is one thing. To be told it exists is quite another.,17,white,female,wikidata,llm,43100.0,4.634477270160732,1
6716,jstet_463550,Barbara McClintock,,Barbara McClintock,"If you know you are on the right track, if you have this inner knowledge, then nobody can turn you off... no matter what they say.",26,white,female,wikidata,llm,176000.0,5.2455126678141495,1
6717,jstet_41731,Barbara O'Connor,,Barbara O'Connor,Put the baby on the paper.,6,white,female,wikidata,llm,755000.0,5.8779469516291885,1
6718,jstet_251368,Barbara R. Duguid,,Barbara R. Duguid,Simply building a fence between a child and temptation is not the same things as preparing him to face life.,20,white,female,llm,llm,5560.0,3.7450747915820575,1
6719,jstet_53322,Barbara Schmidt,,Barbara Schmidt,Truth is the basis of all healing.,7,white,female,wikidata,llm,690000.0,5.838849090737256,1
6720,jstet_78737,Barbara Scrupski,,Barbara Scrupski,"I can dream, though - can't I, for myself? Even if you have not the imagination or the soul?",19,white,female,llm,llm,28600.0,4.456366033129043,1
6721,jstet_109081,Barbara Sleigh,,Barbara Sleigh,"-a superb moon, round as a pumpkin and golden as honey, filling the rooftop world with light, and deep, mysterious shadow.",21,white,female,wikidata,llm,31300.0,4.495544337546448,1
2210,jstet_415061,Barbara Ward,,Barbara Ward,It is a fact of history that those who seek to withdraw from its great experiments usually end up being overwhelmed by them.,23,black,female,wikidata,wikidata,225000.0,5.352182518111363,2
2209,jstet_400390,Barbara Ward,,Barbara Ward,We live in an epoch in which the solid ground of our preconceived ideas shakes daily under our certain feet.,20,black,female,wikidata,wikidata,225000.0,5.352182518111363,2
7565,jstet_421583,Barbey d'Aurevilly,,Barbey d'Aurevilly,Next to the wound what women make best is the bandage.,11,white,male,wikidata,llm,824000.0,5.915927211697116,1
7566,jstet_97888,Barnett Newman,,Barnett Newman,Sculpture is what you bump into when you back up to see a painting.,14,white,male,wikidata,wikidata,270000.0,5.431363764158987,1
7567,jstet_295376,Baron Manfred von Richthofen,,Baron Manfred von Richthofen,"Success flourishes only in perseverance--ceaseless, restless perseverance.”Baron Manfred von Richthofen (1892-1918); Former Fighter Pilot",17,white,male,llm,llm,109000.0,5.037426497940624,1
7568,jstet_410524,Baron Rothschild,,Baron Rothschild,It isn't enough for you to love money - it's also necessary that money should love you.,18,white,male,llm,llm,247000.0,5.392696953259666,1
7569,jstet_404016,Baron von Leibnitz,,Baron von Leibnitz,The present is great with the future,7,white,male,llm,llm,2130.0,3.3283796034387376,1
7570,jstet_274134,Barry Cornwall,,Barry Cornwall,"Oh, the summer night / HAS A SMILE OF LIGHT / And she sits on a sapphire throne.",16,white,male,wikidata,wikidata,26200.0,4.418301291319746,1
7571,jstet_211134,Barry Deutsch,,Barry  Deutsch,"My mother once told me, when you have to make a decision, imagine the person you want to become someday. Ask yourself, what would that person do?",27,white,male,llm,llm,17600.0,4.2455126678141495,1
7572,jstet_199172,Barry Gehm,,Barry Gehm,Any technology distinguishable from magic is insufficiently advanced.,8,white,male,llm,llm,60000.0,4.778151250383644,1
7575,jstet_321413,Barry Graham,,Barry Graham,"When we attach to a problem, we make the problem worse. When we attach to a solution, we make the problem worse.",22,white,male,wikidata,llm,356000.0,5.551449997972875,2
7574,jstet_321412,Barry Graham,,Barry Graham,Zen probably won’t solve a single one of our problems. What it might do is help us relate differently to what we consider problems.,25,white,male,wikidata,llm,356000.0,5.551449997972875,2
3089,jstet_495105,Barry Sanders,,Barry Sanders,Let's just win it and go home.,8,black,male,wikidata,llm,1700000.0,6.230449,2
3088,jstet_462038,Barry Sanders,,Barry Sanders,I quit because I didn't feel like the Detroit Lions had a chance to win. It just killed my enjoyment of the game.,24,black,male,wikidata,llm,1700000.0,6.230449,2
3092,jstet_468993,Barry White,,Barry White,"When I saw corruption, I was forced to find truth on my own. I couldn't swallow the hypocrisy.",19,black,male,wikidata,wikidata,3020000.0,6.480006942957151,4
3090,jstet_448115,Barry White,,Barry White,"I quit high school on my birthday. It was my senior year and I didn't see the point. This was 1962, and I was ready to make music.",29,black,male,wikidata,wikidata,3020000.0,6.480006942957151,4
3091,jstet_464164,Barry White,,Barry White,"I'll come to you with gifts of knowledge, wisdom and truth.",12,black,male,wikidata,wikidata,3020000.0,6.480006942957151,4
3093,jstet_480641,Barry White,,Barry White,"Disco deserved a better name, a beautiful name because it was a beautiful art form. It made the consumer beautiful. The consumer was the star.",25,black,male,wikidata,wikidata,3020000.0,6.480006942957151,4
7576,jstet_408834,Barten Holyday,,Barten Holyday,A man may as well open an oyster without a knife as a lawyer's mouth without a fee.,19,white,male,wikidata,llm,7010.0,3.8457180179666586,1
7577,jstet_315848,Bartolomé de las Casas,,Bartolomé de las Casas,"And why have you burnt our Gods, when others are brought from other Regions by the Spaniards? Are the Gods of other Provinces more sacred than ours?",27,white,male,wikidata,llm,3790000.0,6.578639209968072,1
7578,jstet_416366,Basil King,,Basil King,Be bold and mighty forces will come to your aid.,10,white,male,wikidata,llm,49700.0,4.696356388733332,1
7579,jstet_404501,Basil S. Walsh,,Basil S. Walsh,If you don't know where you are going how can you expect to get there?,16,white,male,llm,llm,2090.0,3.3201462861110542,1
7581,jstet_93864,Basil the Great,,Basil the Great,Words are truly the image of the soul.,8,white,male,wikidata,llm,1860000.0,6.269512944217916,1
7580,jstet_219911,Basil Wolverton,,Basil Wolverton,The safe and cultural method of eating crackers in bed is to wear a diver's suit instead of pajamas.,20,white,male,wikidata,llm,211000.0,5.324282455297693,1
7582,jstet_472666,Bastian Schweinsteiger,,Bastian Schweinsteiger,I'm not one to think of burying my head in the sand - I've always been a positive person and still am now.,24,white,male,wikidata,llm,1200000.0,6.079181246047625,1
868,jstet_21891,Basu Singh,,Basu Singh,You are a lesson to your own life. You just need to turn the page.,15,asian,male,llm,llm,70100.0,4.845718017966659,2
867,jstet_21890,Basu Singh,,Basu Singh,"Art is an imagination, crafted over innocent dreams and vibrant integrity.",11,asian,male,llm,llm,70100.0,4.845718017966659,2
3097,jstet_428832,Bayard Rustin,,Bayard Rustin,The principal factors which influenced my life are 1) nonviolent tactics 2) constitutional means 3) democratic procedures 4) respect for human personality 5) a belief that all people are one.,30,black,male,wikidata,wikidata,309000.0,5.489958479424835,4
3095,jstet_312285,Bayard Rustin,,Bayard Rustin,"The only way to reduce ugliness in the world is to reduce it in yourself,",15,black,male,wikidata,wikidata,309000.0,5.489958479424835,4
3096,jstet_367403,Bayard Rustin,,Bayard Rustin,You have to join every other movement for the freedom of people.,12,black,male,wikidata,wikidata,309000.0,5.489958479424835,4
3098,jstet_468822,Bayard Rustin,,Bayard Rustin,To be afraid is to behave as if the truth were not true.,13,black,male,wikidata,wikidata,309000.0,5.489958479424835,4
3105,jstet_291349,Bayode Ojo,,Bayode Ojo,"The person who floated the axe with a stick is in charge of my affairs, so marvel not.",18,black,male,llm,llm,6080.0,3.783903579272735,4
3102,jstet_270924,Bayode Ojo,,Bayode Ojo,Attitude with gratitude supported by fortitude will take you to the next altitude!,13,black,male,llm,llm,6080.0,3.783903579272735,4
3101,jstet_249420,Bayode Ojo,,Bayode Ojo,"Greatness does not approach him who is forever looking down"". My eyes are seeing through what the ordinary men call a mirage!",22,black,male,llm,llm,6080.0,3.783903579272735,4
3103,jstet_283531,Bayode Ojo,,Bayode Ojo,"Staring at the can clock never influence the appointed time that God has ordained for your manifestation. Hold your peace, but don't shift focus.",25,black,male,llm,llm,6080.0,3.783903579272735,4
2211,jstet_396120,Beah Richards,,Beah Richards,For me life is a challenge. And it will be a challenge if I live to be a hundred or if I get to be a trillionaire.,27,black,female,wikidata,wikidata,98300.0,4.992554,1
