,quote_id,author_clean,author_alt_name,author_raw,quote,quote_words,race,gender,gender_source,race_source,google_hits,log10_hits,to_sample
77,jstet_470281,Annie Ilonzeh,,Annie Ilonzeh,"Being pampered is great, but sometimes I like to do those things myself because it's a little therapeutic and gives me some downtime for myself - and I need that.",30,black,female,wikidata,llm,214000.0,5.330413773349191,2
2087,jstet_99325,Annie Murphy Paul,,Annie Murphy Paul,"Individuals who frequently read fiction seem to be better able to understand other people, empathize with them and see the world from their perspective.",24,white,female,wikidata,llm,84100.0,4.924795995797912,1
3027,jstet_160355,Anthony Jay,,Anthony Jay,"The uncreative mind can spot wrong answers, but it takes a very creative mind to spot wrong questions.",18,white,male,wikidata,llm,120000.0,5.079181246047625,1
3028,jstet_49692,Anthony M. Platt,,Anthony M. Platt,The working class had imposed upon them a sterile and authoritarian educational system which mirrored the ethos of the corporate workplace.,21,white,male,llm,llm,8140.0,3.910624404889201,1
3029,jstet_42490,Anthony Rapp,,Anthony Rapp,There is only one you for all time. Fearlessly be yourself.,11,white,male,wikidata,llm,379000.0,5.578639209968072,1
3030,jstet_470402,Anthony Rizzo,,Anthony Rizzo,Every day there is something new you are working on. It is a challenge every day and that is what makes this game so great.,25,white,male,wikidata,llm,902000.0,5.955206537541942,1
2090,jstet_340839,Antonia Fraser,,Antonia Fraser,"People cannot help their predilections, although they may conceal them.",10,white,female,wikidata,llm,180000.0,5.2552725051033065,4
2093,jstet_480294,Anya Taylor-Joy,,Anya Taylor-Joy,I have an active imagination.,5,white,female,wikidata,wikidata,5200000.0,6.7160033436348,1
2094,jstet_318750,Aphrodite Matsakis,,Aphrodite Matsakis,Some of the experiences endured by human beings on this earth are virtually unbelievable.,14,white,female,llm,llm,9030.0,3.9556877503135057,1
1011,jstet_201396,Apostle T. Vutabwashe,,Apostle T. Vutabwashe,"Never think you can convince God through prayer for a blessing. Praying for prosperity is a wrong weapon for war. If prayer could bring money, all intercessors would be billionaires.",30,black,male,llm,llm,17900.0,4.252853,1
84,jstet_359084,April WIlliams,,April WIlliams,"When you are your authentic self, you fulfill the possibilities that dwell inside your soul.",15,black,female,llm,llm,1050000.0,6.021189299069938,8
2097,jstet_56701,Aprilynne Pike,,Aprilynne Pike,"Time was like that, though - racing forward when she wanted it to slow down, then crawling to a stop when she could least bear it.",25,white,female,wikidata,llm,402000.0,5.60422605308447,9
3031,jstet_226676,Apsley Cherry-Garrard,,Apsley Cherry-Garrard,"Take it all in all, I do not believe anybody on Earth has it worse than an Emperor penguin.",19,white,male,wikidata,llm,95000.0,4.977723605288848,1
3032,jstet_296821,Archibald Putt,,Archibald Putt,Technology is dominated by two types of people: those who understand what they do not manage and those who manage what they do not understand.,25,white,male,llm,llm,2480.0,3.3944516808262164,1
3033,jstet_86877,Archie Andrews,,Archie Andrews,Never underestimate the power of a woman!,7,white,male,wikidata,llm,411000.0,5.613841821876069,1
3035,jstet_410071,Archie Bunker,,Archie Bunker,The only thing that holds a marriage together is the husband being big enough to step back and see where the wife was wrong.,24,white,male,wikidata,llm,518000.0,5.714329759745233,2
1012,jstet_411774,Archie Moore,,Archie Moore,If I don't get off the mat I'll lose the fight.,13,black,male,wikidata,llm,269000.0,5.429752,1
2105,jstet_481997,Ari Graynor,,Ari Graynor,"It is mind-boggling to me that there are so few movies about female friendship, considering women make up half the movie-going population.",24,white,female,wikidata,llm,384000.0,5.5843312243675305,1
2106,jstet_75358,Ariel Leve,,Ariel Leve,"For Liza, a greeting is an opportunity to make new friends. For me, it's yet more people I'll have to avoid.",23,white,female,llm,llm,21700.0,4.336459733848529,1
88,jstet_184146,Ariel Levy,,Ariel Levy,"What peace it must be to know that someone is yours, no matter what - it is ordained, can never be otherwise.",21,black,female,wikidata,wikidata,146000.0,5.164352855784437,4
2107,jstet_487732,Arlie Russell Hochschild,,Arlie Russell Hochschild,"Here is a new car, a new iPhone. We buy. We discard. We buy again. In recent years, we've been doing it faster.",24,white,female,wikidata,llm,218000.0,5.338456493604605,1
3036,jstet_193721,Arne Garborg,,Arne Garborg,To love a person is to learn the song that is in their heart and to sing it to them when they have forgotten.,24,white,male,wikidata,llm,202000.0,5.305351369446623,1
3037,jstet_84242,Arnold Beichman,,Arnold Beichman,"With the single exception of the American Revolution, the aftermath of all revolutions from 1789 on only worsened the human condition.",21,white,male,wikidata,llm,12800.0,4.107209969647869,1
3038,jstet_410240,Arnold Lazarus,,Arnold Lazarus,We firmly believe that therapy is education rather than healing that it is growth rather than treatment.,17,white,male,wikidata,llm,28900.0,4.460897842756548,1
3039,jstet_73931,Arnold Lobel,,Arnold Lobel,We must stop eating!' cried Toad as he ate another.,10,white,male,wikidata,llm,360000.0,5.556302500767287,1
3040,jstet_366357,Arnold Mandel,,Arnold Mandel,"Is it possible that mathematical pathology, i.e. chaos, is health? And that mathematical health, which is the predictability and differentiability of this kind of a structure, is disease?",29,white,male,wikidata,llm,7980.0,3.902002891350729,1
3041,jstet_296967,Art Wittmann,,Art Wittmann,"As we've come to realize, the idea that security starts and ends with the purchase of a prepackaged firewall is simply misguided",23,white,male,llm,llm,2960.0,3.4712917110589387,1
3042,jstet_172177,Arthur Bennett,,Arthur Bennett,"O God, make me worthy of this calling, that the name of Jesus may be glorified in me and I in him.",22,white,male,wikidata,llm,101000.0,5.004321373782642,1
3043,jstet_263957,Arthur Byron Cover,,Arthur Byron Cover,Do not be dismayed to learn there is a bit of the devil in you. There is a bit of the devil in us all.,25,white,male,wikidata,llm,28800.0,4.459392487759231,1
3045,jstet_421212,Arthur Chapman,,Arthur Chapman,Out where the handclasp's a little stronger Out where the smile dwells a little longer That's where the West begins.,22,white,male,wikidata,llm,74400.0,4.871572935545879,2
3046,jstet_418009,Arthur F. Sheldon,,Arthur F. Sheldon,He profits most who serves best.,6,white,male,llm,llm,6390.0,3.8055008581584,1
3047,jstet_40635,Arthur Holitscher,,Arthur Holitscher,"I spoke fire, laughed smoke, and madness spilled forth from my inspiration.",12,white,male,wikidata,llm,22400.0,4.350248018334163,1
3050,jstet_104126,Arthur Koestler,,Arthur Koestler,History knows no scruples and no hesitation. Inert and unnering flows towards her goal. History knows herway. She makes no mistakes.,21,white,male,wikidata,wikidata,461000.0,5.663700925389648,9
3058,jstet_147628,Arthur Kornberg,,Arthur Kornberg,I told my three sons stories about germs more than fifty years ago as fanciful bedtime tales.,17,white,male,wikidata,llm,116000.0,5.064457989226918,1
3059,jstet_296961,Arthur Levine,,Arthur Levine,"When we asked college students how they adapted to the tidal wave of new technology, one explained, ""It's only technology if it happened after you were born.",28,white,male,wikidata,llm,472000.0,5.673941998634088,1
3061,jstet_351389,Arthur Mellen Wellington,,Arthur Mellen Wellington,"Great triumphs of engineering genius—the locomotive, the truss bridge, the steel rail— ... are rather invention than engineering proper.",19,white,male,wikidata,llm,4360.0,3.639486489268586,2
3063,jstet_429339,Arthur Young,,Arthur Young,"God sleeps in the minerals, awakens in plants, walks in animals, and thinks in man.",15,white,male,wikidata,llm,376000.0,5.575187844927661,1
2110,jstet_121986,Ashlee Willis,,Ashlee Willis,Each step I take toward him is one more step closer to home.,13,white,female,llm,llm,34600.0,4.539076098792776,2
2111,jstet_437525,Ashley Benson,,Ashley Benson,"I don't think I could live with anybody. I had roommates, and it's not for me. I like my space!",22,white,female,wikidata,llm,1430000.0,6.155336037465061,1
2112,jstet_302206,Ashley Cope,,Ashley Cope,"(after Quigley explains that the ghosts have been feeding off of their misery)Toma: So, what, we should think happy thoughts?!Duane: That is not a talent of mine.",29,white,female,llm,llm,46500.0,4.6674529528899535,1
90,jstet_123233,Ashley Ford,,Ashley Ford,The only way to get the ending you want is to write your own story.,15,black,female,wikidata,llm,140000.0,5.146128,1
2113,jstet_435284,Ashley Greene,,Ashley Greene,"Yeah, I get to fight in 'Eclipse.' My trainer is teaching me MMA right now. So. Cool.",17,white,female,wikidata,llm,1350000.0,6.130333768495007,1
2115,jstet_494996,Ashley Jensen,,Ashley Jensen,There's just no place like Scotland when the sun is out. I just love coming home.,17,white,female,wikidata,llm,858000.0,5.933487287848705,1
2116,jstet_87687,Ashley Mae Hoiland,,Ashley Mae Hoiland,"I've learned that in order to be an efficacious woman with any sort of spiritual power, I first have to love my body.",24,white,female,llm,llm,3720.0,3.5705429398818973,1
2117,jstet_475881,Aslaug Magnusdottir,,Aslaug Magnusdottir,"I was eager to see what Swedish design had to offer and get a sense of its fashion culture, and Altewai Saome was the perfect introduction.",26,white,female,wikidata,llm,3040.0,3.482873583608754,1
3064,jstet_359917,August Westman,,August Westman,"The fact that you and I are acquaintances only interested and amused the ghosts further. Gossip bunch, really.",18,white,male,llm,llm,1660.0,3.220108088040055,1
3065,jstet_474843,August Wilhelm von Schlegel,,August Wilhelm von Schlegel,"In actual life, every great enterprise begins with and takes its first forward step in faith.",16,white,male,wikidata,llm,152000.0,5.181843587944773,1
1015,jstet_181362,August Wilson,,August Wilson,"Please, Mr. Engineer let a man ride the linePlease, Mr. Engineer let a man ride the lineI ain't got no ticket please let me ride the blinds",28,black,male,wikidata,wikidata,834000.0,5.921166050637739,10
3066,jstet_363506,Aurélien Roulland,,Aurélien Roulland,I photography women as I liked to fell in love of them.,12,white,male,llm,llm,1670.0,3.222716471147584,1
1023,jstet_302440,Aurin Squire,,Aurin Squire,Historical exclusivity often has a way of turning into present and institutionalized tragedy. Whose story gets told matters.,18,black,male,wikidata,llm,20700.0,4.31597,1
2120,jstet_344627,Aurora Rose Reynolds,,Aurora Rose Reynolds,"It's amazing"", he whispered, ""to know that my purpose in life is sitting in front of me.",18,white,female,llm,llm,284000.0,5.453318340047038,2
2121,jstet_188474,Aurora Whittet,,Aurora Whittet,I don't just write books. I climb inside and live there.,12,white,female,llm,llm,6470.0,3.810904280668701,1
3067,jstet_167771,Austin Sarat,,Austin Sarat,"When words lose their meaning and their capacity to bind those who use them, neither democracy nor the rule of law can long survive.",24,white,male,wikidata,llm,205000.0,5.311753861055754,1
93,jstet_62899,Avis J. Williams,,Avis J. Williams,"If you do not completely accept yourself, you can not love yourself fully. It would be hard to love anything unconditionally.",21,black,female,llm,llm,7910.0,3.898176483497677,10
3068,jstet_139349,Axel Fredrik Cronstedt,,Axel Fredrik Cronstedt,Sand in reality is nothing else than very small stones.,10,white,male,wikidata,llm,29200.0,4.465382851448418,1
1026,jstet_279233,B. Dave Walters,,B. Dave Walters,"If you can't communicate, then you don't have a relationship!",12,black,male,llm,llm,16600.0,4.220108088040055,4
3069,jstet_274519,B.J. Ward,,B.J. Ward,My fist is her flag still furled. Take the cannoli and leave the tuxedo - This is my jackleg opera to the world.,22,white,male,wikidata,llm,132000.0,5.12057393120585,1
1028,jstet_383549,Baba Dioum,,Baba Dioum,"In the end, we will conserve only what we love; we will love only what we understand and we will understand only what we are taught.",26,black,male,wikidata,llm,93400.0,4.970347,1
2122,jstet_199606,Bailey Cates,,Bailey Cates,"I've seen some pretty strange things in my life, and more of them make me think magic is possible than not.",22,white,female,llm,llm,12600.0,4.1003705451175625,1
3070,jstet_499135,Bam Margera,,Bam Margera,I'm Bam Margera. And I feel like kicking my dad's butt all day today.,16,white,male,wikidata,llm,1070000.0,6.02938377768521,1
1031,jstet_19962,Bangambiki Habyarimana,,Bangambiki Habyarimana,"The world is like a brute beast, you teach it how it should behave towards you",16,black,male,llm,llm,28600.0,4.456366033129043,9
2123,jstet_411697,Barbara Aronstein Black,,Barbara Aronstein Black,Where I am today has everything to do with the years I spent hanging on to a career by my fingernails.,21,white,female,wikidata,llm,3980.0,3.599883072073688,1
2124,jstet_139667,Barbara Bradley Hagerty,,Barbara Bradley Hagerty,"Your thoughts and attitudes today chart your destiny tomorrow, and the day after that, and the day after that.",19,white,female,wikidata,llm,28500.0,4.45484486000851,1
2125,jstet_323368,Barbara Crooker,,Barbara Crooker,"Are we always to be wantingwhat isn't:the greenest grassaccord and principlemotherhood and career?Yet our age lies to uslike an asp,whispering. ""Both.",25,white,female,wikidata,llm,43500.0,4.638489256954637,1
2126,jstet_62766,Barbara Goldsmith,,Barbara Goldsmith,"The rare female scientist was depicted as masculine, coarse, ugly, careworn and industrious but making no significant contribution.",18,white,female,wikidata,llm,105000.0,5.021189299069938,1
2127,jstet_417729,Barbara Gordon,,Barbara Gordon,Others may argue about whether the world ends with a bang or a whimper. I just want to make sure mine doesn't end with a whine.,27,white,female,wikidata,llm,1650000.0,6.217483944213907,1
2128,jstet_213974,Barbara Guest,,Barbara Guest,The sky sinks slowly inside the past.,7,white,female,wikidata,llm,60200.0,4.779596491257824,1
2130,jstet_291097,Barbara Johnson,,Barbara Johnson,Patience is the ability to idle your motor when you feel like stripping your gears.,15,white,female,wikidata,llm,951000.0,5.978180516937414,2
2132,jstet_381568,Barbara L. Fredrickson,,Barbara L. Fredrickson,Love is that micro-moment of warmth and connection that you share with another living being,16,white,female,wikidata,llm,107000.0,5.02938377768521,2
2133,jstet_63986,Barbara Michaels,,Barbara Michaels,"She loved the smell of books, the feel of books, the look of them on the shelf.",17,white,female,wikidata,llm,53700.0,4.729974285699556,1
2136,jstet_494147,Barbara Mikulski,,Barbara Mikulski,Each one of us can make a difference. Together we make change.,12,white,female,wikidata,llm,68000.0,4.832508912706237,2
2137,jstet_382455,Barbara Miller,,Barbara Miller,Watch your thoughts-listen to them because they shape your life and evolve into words. They tell a story about you and how you perceive your life.,27,white,female,wikidata,llm,2220000.0,6.346352974450639,1
2139,jstet_289331,Barbara Post-Askin,,Barbara Post-Askin,"America was not built on fear. America was built on courage, on imagination and an unbeatable determination to do the job at hand.""-Harry S. Truman",26,white,female,llm,llm,1420.0,3.1522883443830567,2
2140,jstet_53322,Barbara Schmidt,,Barbara Schmidt,Truth is the basis of all healing.,7,white,female,wikidata,llm,690000.0,5.838849090737256,1
2141,jstet_143658,Barbara Shook Hazen,,Barbara Shook Hazen,"To Savor The Scene, A Book, or A Friend.",9,white,female,wikidata,llm,70300.0,4.846955325019824,1
3071,jstet_199172,Barry Gehm,,Barry Gehm,Any technology distinguishable from magic is insufficiently advanced.,8,white,male,llm,llm,60000.0,4.778151250383644,1
3074,jstet_468025,Barry Ritholtz,,Barry Ritholtz,"There is a shortage of doctors, and the American Medical Association is aiming to keep it that way.",18,white,male,wikidata,llm,89100.0,4.949877704036875,4
1041,jstet_468993,Barry White,,Barry White,"When I saw corruption, I was forced to find truth on my own. I couldn't swallow the hypocrisy.",19,black,male,wikidata,wikidata,3020000.0,6.480006942957151,5
3076,jstet_404501,Basil S. Walsh,,Basil S. Walsh,If you don't know where you are going how can you expect to get there?,16,white,male,llm,llm,2090.0,3.3201462861110542,1
3078,jstet_93864,Basil the Great,,Basil the Great,Words are truly the image of the soul.,8,white,male,wikidata,llm,1860000.0,6.269512944217916,1
3077,jstet_219911,Basil Wolverton,,Basil Wolverton,The safe and cultural method of eating crackers in bed is to wear a diver's suit instead of pajamas.,20,white,male,wikidata,llm,211000.0,5.324282455297693,1
1049,jstet_291349,Bayode Ojo,,Bayode Ojo,"The person who floated the axe with a stick is in charge of my affairs, so marvel not.",18,black,male,llm,llm,6080.0,3.783903579272735,5
3079,jstet_56002,Baz Black,,Baz Black,A simple flap of a butterfly's wings can change the course of your destiny forever.,16,white,male,wikidata,llm,17500.0,4.243038048686294,1
2143,jstet_413243,Beatrice Potter Webb,,Beatrice Potter Webb,So much perfection argues rottenness somewhere.,6,white,female,wikidata,llm,21500.0,4.332438459915605,2
2144,jstet_317580,Beatrice Stella Campbell,,Beatrice Stella Campbell,"My dear, I don't care what they do, so long as they don't do it in the street and frighten the horses",24,white,female,wikidata,llm,2230.0,3.3483048630481607,1
2145,jstet_455905,Beatrice Webb,,Beatrice Webb,Religion is love in no case is it logic.,9,white,female,wikidata,llm,217000.0,5.336459733848529,1
2146,jstet_375475,Becky Adams,,Becky   Adams,"This is a test. This is only a test. If this was my actual life I'd be famous, rich, and thin.",22,white,female,llm,llm,377000.0,5.576341350205793,1
2154,jstet_329203,Becky Chambers,,Becky Chambers,"Tweaking your body , it's all about trying to make your physical self fit with who you are inside",19,white,female,wikidata,llm,380000.0,5.57978359661681,5
2156,jstet_454993,Bee Wilson,,Bee Wilson,I'd rather have a good food - lots and lots of different varieties of good foods - than search for something perfect.,21,white,female,wikidata,llm,186000.0,5.269512944217916,1
1050,jstet_213684,Bei Maejor,,Bei Maejor,You shouldn’t never regret something that made you smile,10,black,male,wikidata,llm,157000.0,5.1959,1
3080,jstet_426636,Bela Kun,,Bela Kun,I also had a mistaken attitude towards certain comrades.,9,white,male,wikidata,wikidata,143000.0,5.155336037465061,1
2157,jstet_325787,Belinda Bauer,,Belinda Bauer,"You're different, you know.""""Only different from you,"" he said. ""Not different from me.",15,white,female,wikidata,llm,135000.0,5.130333768495007,1
101,jstet_150760,Belle Davis,,Belle Davis,"I don't want anyone, especially a man, telling me what I can or cannot do with my money, job, or body.",22,black,female,wikidata,llm,331000.0,5.519828,1
1052,jstet_322996,Bello Salihu,,Bello Salihu,time the time for the times you,7,black,male,llm,llm,41600.0,4.619093,2
1055,jstet_6896,Ben Carson,,Ben Carson,"If you hear how wonderful you are often enough, you begin to believe it, no matter how you try to resist it.",22,black,male,wikidata,wikidata,1120000.0,6.049218022670182,8
3081,jstet_430966,Ben Mendelsohn,,Ben Mendelsohn,"In Australia, even the darkest subject matter has a little pinch of humor. A little sweet to make the sour go down.",22,white,male,wikidata,llm,764000.0,5.88309335857569,1
3082,jstet_213536,Ben Michaelis,,Ben Michaelis,"If everybody likes you, you are doing it wrong.",9,white,male,wikidata,llm,15200.0,4.181843587944773,1
3083,jstet_80523,Ben Robertson,,Ben Robertson,We have been told to ask about everything: Will it leave us free?,13,white,male,wikidata,llm,121000.0,5.08278537031645,1
3084,jstet_107215,Ben Sasse,,Ben Sasse,"A hallmark of virtuous adulthood is learning to find freedom in your work rather than freedom from your work, even when work might hurt.",24,white,male,wikidata,llm,800000.0,5.903089986991944,1
3085,jstet_431244,Ben Stiller,,Ben Stiller,I'm not an expert on the Malaysian sense of humor.,11,white,male,wikidata,llm,4410000.0,6.644438589467838,1
3086,jstet_498992,Ben Zobrist,,Ben Zobrist,"My dad was a pastor, so we were in church all the time.",13,white,male,wikidata,llm,196000.0,5.292256071356476,1
102,jstet_241102,Benilde Little,,Benilde Little,Just take this as a warning. Know that there's always a price for not being yourself.,17,black,female,llm,llm,14000.0,4.146128,1
3087,jstet_411569,Benjamin Bradlee,,Benjamin Bradlee,News is the first rough draft of history.,8,white,male,wikidata,llm,15900.0,4.201397124320452,1
3088,jstet_273701,Benjamin Button,,Benjamin Button,You are meant to lose the people you love. How else would you know how important they are to you?,20,white,male,wikidata,llm,2150000.0,6.332438459915605,1
1065,jstet_477802,Benjamin Clementine,,Benjamin Clementine,Life is life. You have to learn how to forgive people and how to gain forgiveness for yourself.,18,black,male,wikidata,llm,156000.0,5.193124598354462,2
1068,jstet_136356,Benjamin Kofi Quansah,,Benjamin Kofi Quansah,"I give 100% to my job because I love what I do. I get 101% in return. What great things love, attitude, passion, and hard work can accomplish!",28,black,male,llm,llm,4800.0,3.681241237375587,4
1071,jstet_477453,Benjamin Watson,,Benjamin Watson,"Writing a book is not a small undertaking, but God placed it on my heart to trust Him with such a project.",22,black,male,wikidata,llm,130000.0,5.113943352306837,2
3089,jstet_419660,Benjamin Whichcote,,Benjamin Whichcote,Fear is the denomination of the Old Testament belief is the denomination of the New.,15,white,male,wikidata,llm,25100.0,4.399673721481038,1
3091,jstet_441563,Bennett Cerf,,Bennett Cerf,Fame - anyone who says he doesn't like it is crazy.,11,white,male,wikidata,llm,142000.0,5.152288344383057,2
1074,jstet_491532,Bernie Mac,,Bernie Mac,There's no success story. Everybody's got a ghetto story. You always want to make it bigger than what it is.,22,black,male,wikidata,llm,1220000.0,6.086359830674748,4
103,jstet_420500,Bessie Smith,,Bessie Smith,It's a long old road but I know I'm gonna find the end.,15,black,female,wikidata,wikidata,737000.0,5.867467,1
2160,jstet_194667,Beth Nimmo,,Beth Nimmo,"A friend is someone who can brighten your day with a simple smile, when others try to do it with a thousand words.",23,white,female,wikidata,llm,18100.0,4.2576785748691846,4
104,jstet_273110,Beverley Sylvester,,Beverley Sylvester,Every silver spoon is tarnished.,5,black,female,llm,llm,1360.0,3.133539,1
112,jstet_471322,Beyoncé Knowles,,Beyonce Knowles,"To be able to travel the world, especially to places I never thought I'd be... it's really, you know, still fascinating for me.",25,black,female,wikidata,llm,1490000.0,6.173186268412274,8
116,jstet_138799,Bidemi Mark-Mordi,,Bidemi Mark-Mordi,"To move from here to there, sometimes there is a need to suspend the present realities; they can be a distraction.",21,black,female,llm,llm,37600.0,4.575187844927661,9
1076,jstet_53730,Bill Strickland,,Bill Strickland,"Trust your passion, identify your dreams, and find the courage to share them with others, no matter how many times they call you a fool.",25,black,male,wikidata,llm,45700.0,4.659916,1
124,jstet_269548,Bim Adewunmi,,Bim Adewunmi,"Pain is not to be buried away, in my mother’s book: you stomp and rave until it hurts a little less."" -Buzzfeed Article",24,black,female,wikidata,llm,206000.0,5.313867,1
1077,jstet_384359,Bishop Ronnie Crudup,,Bishop Ronnie Crudup,You can not love someone you do not appreciate and you can not appreciate what you do not see.,19,black,male,llm,llm,2190.0,3.340444,1
125,jstet_426427,Blac Chyna,,Blac Chyna,I am just as comfortable in sweats and sneakers as I am in a dress and heels. Attitude is everything!,20,black,female,wikidata,llm,2130000.0,6.32838,1
1078,jstet_491081,Blair Underwood,,Blair Underwood,It's about strengthening the relationship and the bond of parent to child.,13,black,male,wikidata,llm,500000.0,5.69897,1
126,jstet_457811,Blu Cantrell,,Blu Cantrell,I feel like I'm a very good role model for women.,12,black,female,wikidata,llm,249000.0,5.396199,1
3094,jstet_451703,Bob Graham,,Bob Graham,"During the Cold War, we gathered information by listening to the Soviets, taking pictures of the Soviets, and we allowed our human intelligence to decline.",25,white,male,wikidata,llm,388000.0,5.588831725594207,2
3096,jstet_496774,Bob Kahn,,Bob Kahn,You can't gaze in the crystal ball and see the future. What the Internet is going to be in the future is what society makes it.,27,white,male,wikidata,llm,49000.0,4.690196080028514,2
1081,jstet_56329,Bobby F. Kimbrough Jr.,,Bobby F. Kimbrough Jr.,"No matter how difficult things may seem, all things are possible.",11,black,male,llm,llm,22500.0,4.352182518111363,8
2165,jstet_412721,Bonaro Overstreet,,Bonaro Overstreet,Perhaps the most important thing we can undertake toward the reduction of fear is to make it easier for people to accept themselves to like themselves.,26,white,female,wikidata,llm,6830.0,3.8344207036815328,2
2168,jstet_87588,Bozena Zawisz,,Bozena Zawisz,Insecurity is disconnecting from what inspires you and taking on board an external point of reference.,16,white,female,llm,llm,3270.0,3.514547752660286,2
3098,jstet_400701,Brian Morgan,,Brian Morgan,We didn't feel so good when we took our son to college and saw a sign on the liquor store - Back to School Sale.,25,white,male,wikidata,llm,294000.0,5.468347330412158,2
128,jstet_342119,Brit Bennett,,Brit Bennett,The how of any betrayal was the hardest part to justify. How the lies can be assembled and stacked and maintained until the truth was completely hidden behind them.,29,black,female,wikidata,llm,210000.0,5.32221929473392,2
3104,jstet_391085,Bruce Sterling,,Bruce Sterling,Death defeats us in the end. But our children are our revenge against it.,14,white,male,wikidata,llm,241000.0,5.382017042574868,4
1094,jstet_387773,Bryan Stevenson,,Bryan Stevenson,America's prisons have become warehouses for the mentally ill.,10,black,male,wikidata,wikidata,328000.0,5.515873843711679,4
130,jstet_493814,Buchi Emecheta,,Buchi Emecheta,A hungry man is an angry one.,7,black,female,wikidata,wikidata,320000.0,5.50515,1
3107,jstet_473079,Buddy Valastro,,Buddy Valastro,"Cakes are special. Every birthday, every celebration ends with something sweet, a cake, and people remember. It's all about the memories.",22,white,male,wikidata,llm,765000.0,5.883661435153617,2
1097,jstet_499079,Burgess Owens,,Burgess Owens,"My dad and uncles were among the 125,000 proud black American volunteers who, throughout their entire lives, considered their decision to serve during WWII as their greatest honor.",29,black,male,wikidata,wikidata,71500.0,4.854306041801081,2
1114,jstet_374647,C. L. R. James,,C.L.R. James,The patience and forbearance of the poor are among the strongest bulwarks of the rich.,15,black,male,wikidata,llm,287000.0,5.457881896733992,4
3113,jstet_496980,C. Northcote Parkinson,,C. Northcote Parkinson,The chief product of an automated society is a widespread and deepening sense of boredom.,15,white,male,wikidata,llm,125000.0,5.096910013008056,5
1103,jstet_234829,C.J. Anderson,,C.J. Anderson,Heaven has no idea its Queen is on the edge of suicide.,12,black,male,wikidata,llm,215000.0,5.332438459915605,8
3120,jstet_338659,Calvin Trillin,,Calvin Trillin,"...the existential paradox we all experience; we feel that we are immortal, yet we know that we will die.",19,white,male,wikidata,llm,427000.0,5.630427875025024,5
3124,jstet_149131,Carl Henegan,,Carl Henegan,A fiction writer is nothing more than the ambassador of an alternative world of their own design. Their success dwells in how many people their work entices to relocate,29,white,male,llm,llm,67700.0,4.830588668685144,8
1118,jstet_494774,Carl T. Rowan,,Carl T. Rowan,It is often easier to become outraged by injustice half a world away than by oppression and discrimination half a block from home.,23,black,male,wikidata,wikidata,11500.0,4.060697840353612,2
131,jstet_398006,Carlene Hatcher Polite,,Carlene Hatcher Polite,Impermanence is the law of the universe.,7,black,female,wikidata,llm,3190.0,3.503791,1
132,jstet_293169,Carline Francois,,Carline Francois,Life is what you make it and faith is what brings it to reality. -CF,15,black,female,llm,llm,9600.0,3.982271,1
1120,jstet_305922,Carlton D. Pearson,,Carlton D. Pearson,"Hell was never God's intention. It is man's invention. It is a human-manufactured religious icon, no less idolatrous than deifying a statue.",25,black,male,wikidata,llm,22900.0,4.359835482339888,2
2170,jstet_338214,Caroline Paul,,Caroline Paul,"When you have cat stealers over for tea, you clean the house, buy bagels and cream cheese, and try to figure out how to trap your guests in a lie.",30,white,female,wikidata,llm,128000.0,5.107209969647869,2
2173,jstet_466852,Caroline Rhea,,Caroline Rhea,Don't compare yourself with someone else's version of happy or thin. Accepting yourself burns the most calories.,19,white,female,wikidata,llm,166000.0,5.220108088040055,4
2177,jstet_351407,Carolyn Elliott,,Carolyn Elliott,We begin to become divine by learning to love like the divine loves. And how does the divine love? It loves everyone-including you-freely and without conditions.,28,white,female,wikidata,llm,92900.0,4.968015713993641,2
2180,jstet_338977,Caron Kamps Widden,,Caron Kamps Widden,Never take yourself too seriously. Learn to let go and let the words flow.,14,white,female,llm,llm,1590.0,3.201397124320452,4
2183,jstet_312733,Caryll Houselander,,Caryll Houselander,The sense of the joy in anything is the sense of Christ.,12,white,female,wikidata,llm,81700.0,4.912222056532415,2
133,jstet_340831,Catherine McKenzie,,Catherine McKenzie,A pod in the Matrix is looking pretty good right now.,11,black,female,wikidata,wikidata,69000.0,4.838849,1
2186,jstet_302515,Catherine Robinson-Walker,,Catherine Robinson-Walker,"The Leadership Seduction of storytelling invites self-pity, exaggerates one's importance, and encourages inaction.",15,white,female,llm,llm,2870.0,3.4578818967339924,2
2189,jstet_479253,Cathy Guisewite,,Cathy Guisewite,"Food, love, career, and mothers, the four major guilt groups.",10,white,female,wikidata,llm,240000.0,5.380211241711606,1
2192,jstet_498345,Cathy McMorris Rodgers,,Cathy McMorris Rodgers,Private ownership of property is vital to both our freedom and our prosperity.,13,white,female,wikidata,llm,268000.0,5.4281347940287885,2
3134,jstet_309691,Catullus,,Catullus,"I hate and love. And why, perhaps you’ll ask.I don’t know: but I feel, and I’m tormented.",21,white,male,wikidata,llm,852000.0,5.9304395947667,4
1115,jstet_434733,CC Sabathia,,CC Sabathia,"I like Kauffman Stadium in Kansas City. With the waterfall and things like that, I think it's pretty cool.",20,black,male,wikidata,wikidata,467000.0,5.669317,1
1121,jstet_168433,Charles A. Brown II,,Charles A. Brown II,VISION is the voice inside that transcends words and shines through the initiation!,13,black,male,llm,llm,4700.0,3.672098,1
